"","startYear","genres","mean_ratings","count"
"545",2001,"War",7.19943181818182,176
"546",2001,"Western",7.36136363636364,44
"547",2002,"Action",6.9790811904074,3461
"548",2002,"Adult",6.65557299843014,637
"549",2002,"Adventure",7.19633982538616,2978
"550",2002,"Animation",7.20312215822977,3299
"551",2002,"Biography",6.92048780487805,410
"552",2002,"Comedy",6.97758369723435,6870
"553",2002,"Crime",7.07546125461255,2168
"554",2002,"Documentary",7.14270592127026,3023
"555",2002,"Drama",7.09963734049698,7445
"556",2002,"Family",7.02642369020501,1756
"557",2002,"Fantasy",6.7214709371293,843
"558",2002,"Game-Show",6.44966139954853,443
"559",2002,"History",7.29926650366748,409
"560",2002,"Horror",5.71154401154401,693
"561",2002,"Music",6.94195624195624,777
"562",2002,"Musical",6.832,150
"563",2002,"Mystery",7.20052465897167,953
"564",2002,"News",5.60592592592593,135
"565",2002,"Romance",6.80668069437138,1901
"566",2002,"Sci-Fi",6.7819734345351,527
"567",2002,"Short",6.72030692362598,2802
"568",2002,"Sport",6.72833333333333,540
"569",2002,"Talk-Show",6.08660130718954,306
"570",2002,"Thriller",6.13081481481481,675
"571",2002,"War",6.98857142857143,175
"572",2002,"Western",6.86428571428571,28
"573",2003,"Action",7.09384696292401,3803
"574",2003,"Adult",6.55618631732169,687
"575",2003,"Adventure",7.27391304347826,3220
"576",2003,"Animation",7.24193905817175,3610
"577",2003,"Biography",7.00566502463054,406
"578",2003,"Comedy",6.92692678891493,7253
"579",2003,"Crime",7.11276505513147,2358
"580",2003,"Documentary",7.08775510204082,3626
"581",2003,"Drama",7.12569803516029,7736
"582",2003,"Family",7.0452296819788,1698
"583",2003,"Fantasy",6.85158371040724,884
"584",2003,"Game-Show",6.12362948960303,529
"585",2003,"History",7.48904847396768,557
"586",2003,"Horror",5.7609819121447,774
"587",2003,"Music",6.67396386822529,941
"588",2003,"Musical",6.38674698795181,166
"589",2003,"Mystery",7.24451038575668,1011
"590",2003,"News",5.74479166666667,192
"591",2003,"Romance",6.83411826268969,1911
"592",2003,"Sci-Fi",6.51274509803922,510
"593",2003,"Short",6.75318694724001,3279
"594",2003,"Sport",6.99736842105263,456
"595",2003,"Talk-Show",6.11777251184834,422
"596",2003,"Thriller",6.0474043715847,732
"597",2003,"War",7.04522292993631,157
"598",2003,"Western",6.7025,40
"599",2004,"Action",7.12860163891092,3783
"600",2004,"Adult",6.66710875331565,754
"601",2004,"Adventure",7.27427854454203,3188
"602",2004,"Animation",7.2377239199157,3796
"603",2004,"Biography",7.13758099352052,463
"604",2004,"Comedy",6.92940685045948,8379
"605",2004,"Crime",7.30657948508378,2447
"606",2004,"Documentary",7.14302562939442,4409
"607",2004,"Drama",7.10425055928412,8046
"608",2004,"Family",7.14618696186962,1626
"609",2004,"Fantasy",7.02067156348374,953
"610",2004,"Game-Show",6.13,590
"611",2004,"History",7.66351931330472,699
"612",2004,"Horror",5.84227129337539,951
"613",2004,"Music",6.7269621421976,1083
"614",2004,"Musical",6.73818181818182,165
"615",2004,"Mystery",7.2269477543538,1091
"616",2004,"News",5.57988505747126,348
"617",2004,"Romance",6.80166585007349,2041
"618",2004,"Sci-Fi",6.553911205074,473
"619",2004,"Short",6.88909512761021,4310
"620",2004,"Sport",6.98292253521127,568
"621",2004,"Talk-Show",6.33369713506139,733
"622",2004,"Thriller",6.21326530612245,784
"623",2004,"War",7.26171875,256
"624",2004,"Western",6.78484848484849,33
"625",2005,"Action",7.11574884199691,3886
"626",2005,"Adult",6.82782051282051,780
"627",2005,"Adventure",7.39850662158354,3549
"628",2005,"Animation",7.37412155745489,4212
"629",2005,"Biography",7.05631691648822,467
"630",2005,"Comedy",7.00267884635123,9743
"631",2005,"Crime",7.31173657100809,2718
"632",2005,"Documentary",7.21298921091601,4727
"633",2005,"Drama",7.12572955199342,9732
"634",2005,"Family",7.22235477178423,1928
"635",2005,"Fantasy",7.08908145580589,1154
"636",2005,"Game-Show",6.28905547226387,667
"637",2005,"History",7.32447844228095,719
"638",2005,"Horror",5.76285979572888,1077
"639",2005,"Music",6.74270664505673,1234
"640",2005,"Musical",6.90432432432432,185
"641",2005,"Mystery",7.29337431693989,1464
"642",2005,"News",5.9929718875502,498
"643",2005,"Romance",6.81268251981644,2397
"644",2005,"Sci-Fi",6.66435452793834,519
"645",2005,"Short",6.91885125184094,4753
"646",2005,"Sport",7.00310650887574,676
"647",2005,"Talk-Show",6.08798235942668,907
"648",2005,"Thriller",6.37704918032787,915
"649",2005,"War",7.09683257918552,221
